,Statistic,p-value ttest,p-value mannwhitneyu
M1.macrophages_stromal_GranzymeB,844.5,0.019638323922867476,0.0138380466129047
M1.macrophages_stromal_pCREB,811.5,0.05449881378286089,0.0373541342120437
M1.macrophages_stromal_pERK,714.5,0.8169689247216445,0.3339577275874209
M1.macrophages_stromal_pSTAT1,768.5,0.12186619922226062,0.11244836808655996
M1.macrophages_stromal_pSTAT3,870.5,0.004441204913733344,0.005771407522336384
M1.macrophages_stromal_pp38,827.5,0.039427078483288386,0.023457186561783614
M1.macrophages_stromal_VEGF,806.5,0.01638108493315497,0.04293291558518558
M1.macrophages_stromal_pS6,736.5,0.14931774850479718,0.22276144642135098
M1.macrophages_stromal_CD36,718.5,0.24623023559015791,0.3114515119328781
M1.macrophages_stromal_E.Cadherin,810.5,0.34092769718499416,0.038417684867271436
M1.macrophages_stromal_CD44,833.5,0.005998310152738836,0.01954772739719027
M1.macrophages_tumorfront_pMAPKAPK2,698.0,0.7500660311403158,0.4375578509038419
M1.macrophages_tumorfront_pNFkB,768.0,0.0617144395225652,0.11378655259923712
M1.macrophages_tumorfront_Ki67,733.0,0.16781663916087064,0.2384531324126704
M1.macrophages_tumorfront_GranzymeB,860.0,0.013637508573407987,0.008302823597967862
M1.macrophages_tumorfront_pCREB,825.0,0.0897369906456781,0.02528878965858724
M1.macrophages_tumorfront_pERK,705.0,0.8862364333518729,0.39153806792289014
M1.macrophages_tumorfront_pSTAT1,725.0,0.2556777014976041,0.2771016672693848
M1.macrophages_tumorfront_pSTAT3,822.0,0.02490976064825478,0.02763288502482725
M1.macrophages_tumorfront_pp38,727.0,0.5859745750199653,0.26706132419734063
M1.macrophages_tumorfront_VEGF,834.0,0.015287246492794474,0.019259364165958553
M1.macrophages_tumorfront_pS6,699.0,0.391040592987158,0.43079916522128425
M1.macrophages_tumorfront_CD36,670.0,0.538913196614367,0.6496178385787386
M1.macrophages_tumorfront_E.Cadherin,687.0,0.8373577773176033,0.5158138378040595
M1.macrophages_tumorfront_CD44,734.0,0.16428019761492632,0.23390371367256635
M2.macrophages_intratumor_pMAPKAPK2,820.0,0.4996255906053566,0.02922182581868024
M2.macrophages_intratumor_pNFkB,830.0,0.013396865705901467,0.021701855721532083
M2.macrophages_intratumor_Ki67,848.0,0.010170480721628261,0.012326289014438352
M2.macrophages_intratumor_GranzymeB,875.0,0.0032534373661118883,0.004903004148207732
