"","Tumor non-proliferating_intratumor_area","Tumor non-proliferating_stromal_area","Tumor non-proliferating_tumorfront_area","Tumor proliferating_intratumor_area","Tumor proliferating_tumorfront_area","Vessel_stromal_area","Vessel_tumorfront_area","Fibroblasts_stromal_area","Fibroblasts_tumorfront_area","CD4 T cells naive_stromal_area","CD4 T cells naive_tumorfront_area","CD4 T cells memory_stromal_area","CD4 T cells memory_tumorfront_area","CD4 T cells regulatory_stromal_area","CD4 T cells regulatory_tumorfront_area","B cells_stromal_area","B cells_tumorfront_area","CD8 T cells_intratumor_area","CD8 T cells_stromal_area","CD8 T cells_tumorfront_area","Myeloid M1 macrophages_stromal_area","Myeloid M1 macrophages_tumorfront_area","Myeloid M2 macrophages_stromal_area","Myeloid M2 macrophages_tumorfront_area","Myeloid Granulocytes_stromal_area","Myeloid Granulocytes_tumorfront_area","Myeloid DCs_stromal_area","Myeloid DCs_tumorfront_area","Myeloid Monocytes_stromal_area","Myeloid Monocytes_tumorfront_area","Tumor non-proliferating_intratumor_eccentricity","Tumor non-proliferating_stromal_eccentricity","Tumor non-proliferating_tumorfront_eccentricity","Tumor proliferating_intratumor_eccentricity","Tumor proliferating_tumorfront_eccentricity","Vessel_stromal_eccentricity","Vessel_tumorfront_eccentricity","Fibroblasts_stromal_eccentricity","Fibroblasts_tumorfront_eccentricity","CD4 T cells naive_stromal_eccentricity","CD4 T cells naive_tumorfront_eccentricity","CD4 T cells memory_stromal_eccentricity","CD4 T cells memory_tumorfront_eccentricity","CD4 T cells regulatory_stromal_eccentricity","CD4 T cells regulatory_tumorfront_eccentricity","B cells_stromal_eccentricity","B cells_tumorfront_eccentricity","CD8 T cells_intratumor_eccentricity","CD8 T cells_stromal_eccentricity","CD8 T cells_tumorfront_eccentricity","Myeloid M1 macrophages_stromal_eccentricity","Myeloid M1 macrophages_tumorfront_eccentricity","Myeloid M2 macrophages_stromal_eccentricity","Myeloid M2 macrophages_tumorfront_eccentricity","Myeloid Granulocytes_stromal_eccentricity","Myeloid Granulocytes_tumorfront_eccentricity","Myeloid DCs_stromal_eccentricity","Myeloid DCs_tumorfront_eccentricity","Myeloid Monocytes_stromal_eccentricity","Myeloid Monocytes_tumorfront_eccentricity","Tumor non-proliferating_tumorfront_celldistance","Tumor proliferating_tumorfront_celldistance","Vessel_tumorfront_celldistance","Fibroblasts_tumorfront_celldistance","CD4 T cells naive_tumorfront_celldistance","CD4 T cells memory_tumorfront_celldistance","CD4 T cells regulatory_tumorfront_celldistance","B cells_tumorfront_celldistance","CD8 T cells_tumorfront_celldistance","Myeloid M1 macrophages_tumorfront_celldistance","Myeloid M2 macrophages_tumorfront_celldistance","Myeloid Granulocytes_tumorfront_celldistance","Myeloid DCs_tumorfront_celldistance","Myeloid Monocytes_tumorfront_celldistance"
"S11_3",88,58,77,100,97.5,59,51.5,51,30.5,54,57,53,54.5,50.5,65,56,64,66,50,59,57.5,64,57.5,58,56,65.5,62,54.5,48,56,0.6869766833673,0.519893563877561,0.69360329804438,0.687717563460412,0.649751085032443,0.625388846518892,0.66168944638874,0.636050286523653,0.686788593082378,0.600658768589191,0.625084865318378,0.620983995684317,0.665302468455358,0.627118925603042,0.551233243880406,0.631093324723814,0.621620109591526,0.619125836380597,0.600356203398354,0.649015743161302,0.632140848661323,0.659586083451395,0.632495984688124,0.604015479648369,0.635966252224755,0.647631256436781,0.592655583283917,0.636335542563844,0.545148353950847,0.611203936136597,10.78719,12.411895,-9.271524,-8.653,-8.687974,-9.234868,-11.93078,-16.13003,-7.494237,-1.7019299,-7.732857,-6.288157,-0.8266361,4.525405
"S12_1",125,45.5,81,0,116,35,43,28,40,36,38,35,41.5,32,28,37,36,0,36,36,35.5,31,38,42,28,23,39,48,37,54,0.423922038840432,0.819713397028231,0.638079325313645,0,0.6371312783854,0.610671693181068,0.644343983555724,0.626305404289595,0.692787771024122,0.574663681536758,0.503244403949388,0.544164764908731,0.63878590845445,0.599233598112283,0.584986617585374,0.57433512678394,0.559951323635713,0,0.570296622551017,0.562649350198779,0.625943231252129,0.63980329632191,0.640284016099428,0.629185410356266,0.598074967284124,0.55045351181823,0.564720822793811,0.754057560805582,0.683428883121601,0.685627292942217,7.543041,9.0824405,-7.588565,-6.432363,-15.499995,-11.317255,-12.96689,-12.73295,-13.92526,-10.87104,-9.308735,-13.228405,-10.44717,-3.906723
"S12_2",86,48,90,116,119.5,45,55,39,43,29,20,38,57,68,0,14,0,0,36,92.5,43,53,42,60,40,49,18,44.5,53,67,0.645176658020321,0.638911173738852,0.676927677877857,0.626971014998204,0.688954417609885,0.675820082839808,0.650893462303345,0.665334599414604,0.64448589155877,0.543982232129599,0.774815781914149,0.635973317355781,0.694320778866613,0.637352508293186,0,0.572703340244549,0,0,0.702818914983316,0.690893800073211,0.612045506526281,0.60990608263665,0.61297000042977,0.654356800318348,0.614026937834199,0.594176859590451,0.612372435695794,0.614800352966197,0.660810240745739,0.675446649816741,8.214913,9.1963065,-5.592434,-7.1847795,-2.609832,-10.86252,0,0,-2.41428165,-5.045583,-6.023865,-11.03705,-0.7963341,-1.28468
"S12_3",106,56,97,129,108.5,46,56,35,55.5,43,44.5,43,57,36,59,50,28,0,45,40,38,55.5,35,52,35.5,49.5,37,61.5,37.5,74,0.688808357058365,0.740032292679456,0.683538427213907,0.800591885472838,0.669246220990621,0.64357741852853,0.643624733748907,0.617034846531826,0.66567563542192,0.618130124776603,0.602854429631428,0.611317833487299,0.592731666459233,0.457161432833523,0.517081019619223,0.640820605099284,0.19047619047619,0,0.627743371216055,0.485956523883752,0.611635659637158,0.63517368567138,0.606348735453317,0.613839348842505,0.612372435695795,0.616485635148196,0.523556754446835,0.66005709113702,0.56943444899934,0.652430660102657,8.433768,8.6695195,-6.827984,-7.6233435,-0.3995785,-7.188006,-5.393543,-9.864908,-7.782764,-4.667139,-5.761903,-10.9685,-5.1087085,4.321291
"S13_1",121,0,80,123,105.5,43,51,35,39,46,27,37.5,36,58,77,58,55,88.5,42,53,44,71,59,47.5,52,32,37,32,51,43.5,0.673449081680154,0,0.680569436742523,0.65376200239738,0.650002766137762,0.649690805658849,0.673165630670662,0.668855331119771,0.688508924999925,0.628173373302743,0.632280896446602,0.65588879574216,0.615534771185855,0.634313842535225,0.584320995638455,0.677293363285212,0.721408630053379,0.668552785437719,0.555928406605324,0.61993807956939,0.640193335944202,0.685272154932472,0.715833627699985,0.600887044270606,0.601307712421363,0.469901086992049,0.611142428380186,0.708443752635162,0.697257289231441,0.743859190815153,10.049915,10.86157,-5.727818,-12.12357,-13.68459,-10.64286,-9.871006,-13.93333,1.61588685,4.470853,4.270364,-6.837828,5.718955,2.640833
"S13_2",84,0,62,76,73,32,41,28,19.5,34,17,36,22.5,36,0,36.5,28,76,35,38,33,39,34,31,34.5,21.5,36,39,18,42,0.692019320456732,0,0.689860562364244,0.709705874583129,0.677774967205117,0.644965527518204,0.655913714959208,0.683504496841248,0.622992834883149,0.625700681928532,0.656189634370316,0.584753639703142,0.599633238079114,0.628708687382575,0,0.629679945287025,0.493848905405385,0.806198538852791,0.614077835527335,0.53990017571565,0.662586149732606,0.588835575654131,0.646766473128283,0.555928406605324,0.628505053901578,0.722447214142912,0.566407166183885,0.652867101186684,0.612372435695794,0.68748774465719,11.36001,9.604839,-4.4451,-9.7545065,-13.298645,-15.062415,0,-19.95686,-7.023813,1.087061,-1.761942,0.1020752,5.451768,8.433401
"S13_3",103,53,77,71.5,91,59,56,50,48,58,53,58,46.5,57,63.5,59,54,94,60.5,65,64,61.5,53,32.5,48,60,0,54.5,50.5,65,0.627099499112004,0.590746710212034,0.640283609906815,0.714002298102116,0.613778605840181,0.667038520279961,0.656353296069438,0.687601159673307,0.683130051063973,0.638805333200899,0.671250442081484,0.623318977072719,0.631160333040995,0.559820510543367,0.733694420366644,0.734050625828901,0.765186740910411,0.760116428368544,0.679203430603253,0.680226408227219,0.681799456050311,0.638513151738296,0.612372435695795,0.598718505205323,0.624209410352332,0.708348638144356,0,0.817865472839804,0.634985590246296,0.637971061614108,8.993298,7.5673675,-6.973004,-7.0737065,-10.524947,-11.99088,-14.537175,-18.22913,0.1945613,0.17439195,-3.382453,-0.5388972,9.7543634,-2.8824855
"S14_1",79,72,75,118,128,72,61,69,53.5,0,86,66.5,48,37,79,0,80,0,48,105,0,56,11,55.5,0,67,0,84.5,0,45.5,0.671380198615136,0.685118224108384,0.667556482242081,0.652571637481099,0.610809245341989,0.762460586261775,0.716361255906116,0.719685788255034,0.635200633180079,0,0.597440924387817,0.868030985353762,0.681393605573699,0.274541749125768,0.735731902572026,0,0.861169874124272,0,0.517623455136431,0.654814421179341,0,0.612447523498888,0.879049072991533,0.7160601812567,0,0.768109857352526,0,0.675418033857721,0,0.56711327978517,10.37515,11.02165,-7.548213,-3.089362,1.862839,-7.721019,-7.649564,-6.985509,-8.351289,11.717885,2.42678715,-16.60879,9.4447745,13.91027
"S14_2",93,69,100,113.5,102,56,58,46,57,47,59,51,65.5,77.5,73,29,0,0,56.5,0,59,70.5,51,59,49,54,28,55,64,77.5,0.666034708292523,0.666283698149619,0.657310423083816,0.675336352154101,0.699408047220885,0.669340064447559,0.673798232065654,0.694188385419336,0.632280896446602,0.585450997438942,0.639292353205454,0.594301819648518,0.58640212494326,0.538228101414117,0.744345041662987,0.67623092186995,0,0,0.646279904722031,0,0.683736989804296,0.612699483651325,0.641408811096039,0.585053821044576,0.643222246802063,0.624251661311352,0.486051939882692,0.68920632963914,0.534276408146162,0.683176012404183,8.739365,11.47678,-8.413228,-9.020496,-15.2807,-7.6458955,-7.517968,0,0,-8.784225,-9.297971,-7.37695,-0.5536275,9.6659285
"S14_3",77,64,85,0,77,68.5,63.5,69.5,70,0,0,0,57,0,11,0,0,0,0,88,0,71,63,92,57,51,83.5,103,42,78,0.641118082005518,0.642478269972813,0.670795287479824,0,0.650081867170732,0.666866554283254,0.653387565177373,0.636446007006379,0.665643306674417,0,0,0,0.667036085168697,0,0.802996613969133,0,0,0,0,0.681991683880698,0,0.608434181060832,0.689358102817905,0.59413431767699,0.669474234882708,0.66848332871287,0.522932786916906,0.640118049687728,0.723562424172453,0.662764970399853,4.982072,5.3347605,-8.246527,-8.0921355,0,-7.459137,-3.272727,0,-2.34297,2.725531,-2.268919,-3.277036,-2.168883,-4.136449
"S15_1",148,68,132,165,173,105.5,99.5,82.5,87,32,50,0,95,103,0,0,95,86,99,78,63,67,30,50,10,55,0,67,0,67,0.624134681338281,0.743427183500029,0.62541169163208,0.644834688366761,0.616618844682129,0.693645305756006,0.687123775251427,0.606607496015037,0.660165340309151,0.509500955184528,0.690393634352043,0,0.747967361873737,0.742206250765752,0,0,0.599078859794857,0.601743963506267,0.747333502894332,0.598545254148275,0.632134826155047,0.678064645899528,0.454147553114624,0.66969357993132,0.683130051063973,0.806442589617916,0,0.622236199242377,0,0.564302426537798,9.82942,10.11435,-10.891385,-5.300814,-12.24884,-12.97025,0,-12.2874205,0.179387675,-3.793688,-11.03722,-6.218528,-4.509826,-2.0015745
"S15_2",118.5,79,103,124,112,61.5,71,61.5,61,46,62,46,77,63,78,0,59,69,41,89,77,60,19,54.5,119,56.5,61,76,31,72,0.636090192601626,0.784961144726493,0.645742808854393,0.602260202615781,0.622015994955316,0.704712720223188,0.674129990271729,0.654276131238215,0.675794232566112,0.614258975579843,0.600606233577802,0.644548284206144,0.678499322853307,0.563846879568165,0.623804612835001,0,0.645647042091276,0.690281474164562,0.511032165173878,0.591904988514284,0.707142481405649,0.652873257570277,0.91625430563841,0.660638370144343,0.89405858413424,0.721999126234925,0.61430470501819,0.587367395956518,0.452468278901946,0.642819658504731,9.1743705,8.511138,-7.024651,-5.7352465,-6.190993,-8.557113,-7.257675,-5.237863,-2.823741,-3.573965,-9.008037,-5.2441115,-0.4646102,-3.048503
"S15_3",133,0,112,128.5,133,67,80,59.5,80,0,69.5,38,73,55,60.5,44,120,87,58,88,66,81.5,60,72,60,75,15,0,97,75,0.655749230401704,0,0.64283050179563,0.666746478494694,0.658248916491239,0.657888217473897,0.654940527072156,0.640331083673294,0.65821968780148,0,0.674040603643371,0.676102138253486,0.741078641504008,0.532385842749345,0.67904384636419,0.675719531772587,0.828632303815488,0.63959226341167,0.558536173160687,0.602391333577684,0.626981100558595,0.661076659381171,0.693463393259534,0.709952865617555,0.590905155748831,0.566744599809542,0.476095228569523,0,0.670820393249937,0.623658309752307,9.86887,10.688875,-7.516861,-4.9169715,-7.6452645,-10.06948,-7.3713975,-3.161314,-7.1638735,-4.8564635,-6.29199,-10.41448,0,-3.563079
"S16_1",0,113,78.5,0,89,67,56,56,46.5,50,51,58,54,48.5,30,64,20,0,59,47.5,50,51,57,45,69,25,91,90,57,0,0,0.61768498728452,0.687241732398894,0,0.615390780541528,0.662815876602727,0.67333514235074,0.655896149626774,0.591476523058265,0.617378107333776,0.656588614162255,0.60145014034901,0.583157937895266,0.63158643859171,0.405416011038403,0.616441400296898,0.732606908265401,0,0.631171944482948,0.537074825851195,0.648905690968969,0.645835798825794,0.662018315986376,0.665959675790279,0.587675398802249,0.541757377506972,0.679038162779038,0.667063035807543,0.572699891781489,0,9.7693295,9.103422,-10.31085,-10.6099925,-7.130284,-11.995595,-6.0448355,-9.943966,-15.945465,-15.23026,-11.46697,-8.288034,-3.74644,0
"S16_2",87,65,80,37,90,57,55,48.5,55,45,46,52,57,47,76.5,72,54,74.5,56.5,47,60.5,58,57,46,45,48,23,36,52,69,0.631440604889427,0.828491473475045,0.645518647226482,0.638936203711857,0.645581340502387,0.637095596840873,0.674920160924371,0.70279181796591,0.722659138358285,0.635534801042229,0.612270186433051,0.668114994045277,0.620778992283834,0.694320778866613,0.776271435188304,0.674627443525058,0.758011001778765,0.674140912041268,0.598902535112712,0.692472261266953,0.604884185939916,0.700593872513582,0.692702635289836,0.642220745319442,0.66696827522947,0.674117576554789,0.521634024057179,0.714539283973749,0.647415744273756,0.550624102929318,9.993336,10.68229,-12.413175,-8.251433,-10.95023,-12.02115,-7.770741,-16.08629,-14.15732,-10.61364,-11.73219,-7.863447,-8.690187,5.1718515
"S16_3",100,85,85,156,66,65,62,68,65,56,56,62,75,60,61.5,60,53,0,57.5,70,58,49.5,71,37.5,34,52.5,110,79,68,67.5,0.646542745535188,0.808819138038021,0.659486578374515,0.735310823193741,0.678981496337552,0.601826040174648,0.61270001818065,0.699404227130015,0.683130051063973,0.604015479648369,0.587429118878271,0.625943231252129,0.664567186707401,0.629074394819976,0.586431851713994,0.555090263124934,0.6982733109406,0,0.661104367796374,0.676218158265437,0.734797598389148,0.656442773398915,0.676842457872107,0.66578005384901,0.675535617950148,0.642526149548986,0.377586002660923,0.631153779388424,0.660331852408166,0.718606649678993,9.146586,6.82091,-10.264565,-6.282709,-7.432977,-9.8142215,-10.573868,-13.55758,-3.615784,-4.938223,-8.9854335,-7.878663,-0.778431,1.3419795
"S17_1",81,12,63,92.5,84.5,39,57,31,46.5,39,45,37,49,62,37,46,60,70,42,56,40,60,43.5,24,37,64.5,47,46.5,42.5,40,0.664746735607467,0.607298811647182,0.644815418116893,0.640835505476167,0.64913939556499,0.628772327482527,0.660482053236577,0.637909407890698,0.638820408641337,0.614232811938326,0.67651423818047,0.606348735453317,0.590866126556567,0.618065831474318,0.645429107164429,0.618524544597679,0.701975087800841,0.635541716560043,0.603126771887807,0.557771932616157,0.625943231252129,0.614649931522957,0.606188329436405,0.54228687727402,0.602737059190463,0.629943896606773,0.597951009308354,0.540485544658866,0.626339296788447,0.536573046982622,11.68656,9.767959,-12.6381,-10.99324,-0.00352549999999996,-6.7128125,-3.948019,-16.64966,-3.24285,-0.3266345,-13.41037,-0.05060465,-4.172336,-3.1190825
"S17_2",79,93.5,77,100,98,55,65,45,57,55.5,64,53,47.5,59.5,73,28,57.5,74,51.5,63,49,53,49,46,44,42,55.5,45,50,54,0.585807893827089,0.470641329735025,0.61432035658861,0.61921163670305,0.606090461344718,0.636694588836606,0.635797287610406,0.632449508568035,0.618736485428597,0.667553746312981,0.598364702918731,0.6122529245996,0.581778577086419,0.664122023364476,0.533772884074571,0.630569700460716,0.622074565456405,0.651955451123997,0.654972763896651,0.600320853632134,0.595243616888552,0.606310860770369,0.62910935951156,0.610565615574106,0.663798006749527,0.634755332261725,0.742452155135005,0.59622567956919,0.654616652460754,0.668562367350137,10.51903,10.25626,-8.274145,-8.0724665,-8.00166,-7.781463,-10.81136,-14.821795,-6.04581,-3.778277,-3.945946,-10.11176,-5.419903,-3.194118
"S17_3",76,0,74,91,88,43,55,34,53.5,45.5,51,42,55,31,61,43,42,65,44,56,37.5,55,38,56.5,26,60,25,71,40,58.5,0.648462559273054,0,0.612851991227913,0.630141532195308,0.659838755301216,0.669896102864539,0.649826999586428,0.708443752635162,0.643256555430237,0.624791370513972,0.616467446723691,0.614260340344285,0.607483486449663,0.625458132604935,0.609612295641781,0.678347707360072,0.559765871753535,0.627595082868181,0.616927377524188,0.615458742673243,0.658720532287097,0.60272348419607,0.720252581660345,0.687851076179495,0.728346504655762,0.59454681899783,0.641159506055894,0.616972765810564,0.675000664329926,0.607700654332371,11.15944,12.295355,-11.13096,-8.021379,-11.59765,-12.05352,-9.524338,-12.92535,-5.4160475,-4.09816,-6.0209765,-8.302824,-4.396844,-2.588903
