,Statistic,meandifference higher-lower,p-value ttest,p-value mannwhitneyu,FDR-adjusted p-value
Vessel_tumorfront_pSTAT3,523.0,0.008868559715460161,0.23114276564716174,0.24547783173687754,0.7467689351677533
Vessel_tumorfront_CD36,735.0,-0.03552415729146144,0.16131550915593512,0.20161422400942708,0.685848572277046
Vessel_tumorfront_E-Cadherin,601.0,-0.0017826990729647163,0.9234528848460194,0.7948516500652061,0.9801680554700639
Vessel_tumorfront_VEGF,492.0,0.01639234154030736,0.3541477714844422,0.12859961492757466,0.8436619029647627
Vessel_tumorfront_pCREB,462.0,0.12877097083600575,0.16723800479209963,0.06199450599851059,0.685848572277046
Vessel_tumorfront_pNFkB,559.0,0.020378923455281195,0.4824141351085949,0.4560430047913203,0.8668239156911446
Vessel_tumorfront_GranzymeB,537.0,0.050859994822380516,0.41672288640309263,0.31749638741282116,0.8668239156911446
Vessel_tumorfront_Ki67,588.5,0.0032467468582420833,0.647204167918821,0.6858654550013765,0.9157643707198478
Vessel_tumorfront_CD44,724.0,-0.037523005371269874,0.2233544220728143,0.2502067772474761,0.7355612839870818
Vessel_tumorfront_pERK,469.0,0.04553768594135267,0.07956699236834575,0.0741897717194415,0.684545263302947
Vessel_tumorfront_pMAPKAPK2,539.0,0.021172440495928924,0.5184629776528912,0.3288150289447912,0.8780421395734447
Vessel_tumorfront_pS6,480.0,0.20558540327414487,0.06849361157478806,0.09725239768164202,0.684545263302947
Fibroblasts_stromal_pp38,580.5,-0.0010217138198359912,0.8398319541297442,0.6192109649806687,0.9792021464089297
Fibroblasts_stromal_pSTAT1,728.0,-0.0033188211126522274,0.3525192197575986,0.2315391982608186,0.8436619029647627
Fibroblasts_stromal_pSTAT3,649.0,0.004162392384827261,0.499041230741713,0.7770403268457079,0.8668239156911446
Fibroblasts_stromal_CD36,681.0,-0.030533677618323138,0.2964144786810873,0.5138024673158623,0.8080692644198788
Fibroblasts_stromal_E-Cadherin,637.0,-0.003870419461941929,0.7043666632276385,0.8851407160938747,0.9373463938342808
Fibroblasts_stromal_VEGF,524.5,0.007400743794994932,0.4876478474184279,0.2525790483616077,0.8668239156911446
Fibroblasts_stromal_pCREB,489.0,0.09592008968195187,0.25894641271600155,0.1201090171529209,0.7824280096454723
Fibroblasts_stromal_pNFkB,518.0,0.033479766637808134,0.13593524087798886,0.22276630012295695,0.684545263302947
Fibroblasts_stromal_GranzymeB,581.0,0.019569145399563115,0.6566924562754402,0.6233268671790483,0.9157643707198478
Fibroblasts_stromal_Ki67,660.0,0.0021575204944331676,0.7052415725038874,0.6719810873507034,0.9373463938342808
Fibroblasts_stromal_CD44,789.0,-0.04572973962326099,0.08123825430476934,0.05730151521391568,0.684545263302947
Fibroblasts_stromal_pERK,457.0,0.039797134198635495,0.04548149777275847,0.054325856393536015,0.5981989488687323
Fibroblasts_stromal_pMAPKAPK2,553.5,0.021239727032394018,0.5095763875388559,0.41854703160385887,0.871527921096351
Fibroblasts_stromal_pS6,428.0,0.20016470497657246,0.015315224273803408,0.02386798279548217,0.5410009742651076
Fibroblasts_tumorfront_pp38,578.5,0.0008651418180862375,0.924158452300346,0.6030234332203661,0.9801680554700639
Fibroblasts_tumorfront_pSTAT1,735.0,-0.0018986893714192585,0.6923108982807488,0.20156130335116074,0.931956978454854
Fibroblasts_tumorfront_pSTAT3,582.0,0.006364995417697493,0.337072828042831,0.631488519214635,0.8259161787646618
Fibroblasts_tumorfront_CD36,675.0,-0.005888298540170936,0.7200603024990808,0.5594956301739245,0.94042309681512
Fibroblasts_tumorfront_E-Cadherin,586.5,0.006837794821661511,0.6121786901359817,0.6689506884355292,0.9116965091113983
Fibroblasts_tumorfront_VEGF,502.0,0.01416219527813925,0.2887092900073885,0.16029357795454868,0.8067783254687916
Fibroblasts_tumorfront_pCREB,447.0,0.14043694161765474,0.1466723595121662,0.041382323153365444,0.684545263302947
Fibroblasts_tumorfront_pNFkB,499.0,0.05170165724427957,0.10938391993165013,0.15021691868015102,0.684545263302947
