,Statistic,meandifference higher-lower,p-value ttest,p-value mannwhitneyu,FDR-adjusted p-value
CD4 T cells memory_stromal_aggregatedNeighbors.CD4.T.cells.memory,965.0,-0.11865079365079371,3.711854873646117e-06,8.829941628967258e-06,0.0006941168613718239
CD4 T cells memory_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,612.0,0.005714285714285714,0.3139381343932999,0.32412658775761916,0.5891727302252228
CD4 T cells memory_stromal_aggregatedNeighbors.B.cells,611.5,0.005873015873015873,0.5452925401683221,0.5524529048817779,0.8655529934406726
CD4 T cells memory_stromal_aggregatedNeighbors.CD8.T.cells,763.5,-0.05083333333333334,0.05481290916393775,0.05926394115762653,0.33606603323463474
CD4 T cells memory_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,629.5,0.0001587301587301585,0.9841642577091284,1.0,1.0
CD4 T cells memory_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,593.0,0.00865079365079365,0.2396988242641026,0.29339241946605477,0.5891727302252228
CD4 T cells memory_stromal_aggregatedNeighbors.Myeloid.Granulocytes,611.0,0.0056746031746031725,0.7508629234049401,0.7127411772480989,1.0
CD4 T cells memory_stromal_aggregatedNeighbors.Myeloid.DCs,647.5,-0.002777777777777778,0.3276682563819421,0.33814269473405,0.5891727302252228
CD4 T cells memory_stromal_aggregatedNeighbors.Myeloid.Monocytes,647.5,-0.002777777777777778,0.3276682563819421,0.33814269473405,0.5891727302252228
CD4 T cells memory_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,333.5,0.1328571428571429,0.00020201006389512386,1.7316105335919445e-05,0.012591960649462719
CD4 T cells memory_tumorfront_aggregatedNeighbors.Tumor.proliferating,630.0,0.0,1.0,1.0,1.0
CD4 T cells memory_tumorfront_aggregatedNeighbors.Vessel,525.0,0.05652777777777776,0.11119832235283122,0.20253838587394057,0.4892726183524574
CD4 T cells memory_tumorfront_aggregatedNeighbors.Fibroblasts,440.0,0.10099206349206351,0.015031983330478466,0.018773668959385478,0.15616560459997073
CD4 T cells memory_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,666.0,-0.013809523809523813,0.16699640965279486,0.3068177636132644,0.5418861177582686
CD4 T cells memory_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,882.0,-0.08117063492063493,1.3161948774568982e-05,6.825664362055056e-05,0.001640856280562933
CD4 T cells memory_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,647.5,-0.005555555555555556,0.3276682563819421,0.33814269473405,0.5891727302252228
CD4 T cells memory_tumorfront_aggregatedNeighbors.B.cells,630.0,0.0,1.0,1.0,1.0
CD4 T cells memory_tumorfront_aggregatedNeighbors.CD8.T.cells,808.5,-0.03579365079365081,0.15415785603181084,0.004022726191449131,0.5418861177582686
CD4 T cells memory_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages,646.5,-0.005238095238095241,0.6716783453481675,0.6779959110129601,0.9929158148625085
CD4 T cells memory_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,650.0,-0.021269841269841272,0.2705236807895348,0.6645754155250708,0.5891727302252228
CD4 T cells memory_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,647.5,-0.005555555555555556,0.3276682563819421,0.33814269473405,0.5891727302252228
CD4 T cells memory_tumorfront_aggregatedNeighbors.Myeloid.DCs,594.0,0.01666666666666666,0.15420969755209807,0.1543247669616372,0.5418861177582686
CD4 T cells memory_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,629.5,7.936507936507926e-05,0.9841642577091284,1.0,1.0
CD4 T cells regulatory_stromal_aggregatedNeighbors.Tumor.non.proliferating,612.0,0.011428571428571429,0.3139381343932999,0.32412658775761916,0.5891727302252228
CD4 T cells regulatory_stromal_aggregatedNeighbors.Vessel,438.0,0.11382936507936509,0.019252814183059686,0.013871711683697071,0.18001381261160807
CD4 T cells regulatory_stromal_aggregatedNeighbors.Fibroblasts,509.0,0.057460317460317475,0.19448440817581145,0.1220033801696574,0.5707584132983471
CD4 T cells regulatory_stromal_aggregatedNeighbors.CD4.T.cells.naive,700.0,-0.02761904761904762,0.0914703137171153,0.09729698358319629,0.4622959098675829
CD4 T cells regulatory_stromal_aggregatedNeighbors.CD4.T.cells.memory,935.0,-0.09365079365079369,6.495550089611505e-05,4.269195085806388e-05,0.0055045564260963395
CD4 T cells regulatory_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,612.0,0.002857142857142857,0.3139381343932999,0.32412658775761916,0.5891727302252228
CD4 T cells regulatory_stromal_aggregatedNeighbors.B.cells,628.0,0.0030952380952380936,0.7583120112183102,0.9655582011459708,1.0
CD4 T cells regulatory_stromal_aggregatedNeighbors.CD8.T.cells,716.5,-0.02793650793650796,0.2647962518521991,0.2000536161957459,0.5891727302252228
CD4 T cells regulatory_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,627.5,0.00595238095238095,0.615411848368113,0.954095919748885,0.9491584501303724
CD4 T cells regulatory_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,609.0,0.017539682539682543,0.3876893188273459,0.648442669597831,0.6743990941461738
CD4 T cells regulatory_stromal_aggregatedNeighbors.Myeloid.Granulocytes,626.0,0.0036904761904761954,0.8665928479303938,0.941540799841822,1.0
CD4 T cells regulatory_stromal_aggregatedNeighbors.Myeloid.DCs,630.0,0.0,1.0,1.0,1.0
CD4 T cells regulatory_stromal_aggregatedNeighbors.Myeloid.Monocytes,558.5,0.0173015873015873,0.13542120723137976,0.09039111937234637,0.5418861177582686
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,490.0,0.046626984126984135,0.0366097169902645,0.046103361396497324,0.27384068308717846
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.Tumor.proliferating,577.5,0.0032539682539682556,0.8441038038813389,0.17754175684681195,1.0
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.Vessel,617.0,0.01978174603174604,0.6142323280979219,0.8689253444102475,0.9491584501303724
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.Fibroblasts,561.0,0.04190476190476192,0.26340103656423414,0.37872257501040496,0.5891727302252228
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,697.0,-0.0170436507936508,0.23875782995297348,0.1634599369246944,0.5891727302252228
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,863.0,-0.07353174603174603,7.35903265520901e-05,0.00017192012466838043,0.0055045564260963395
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,682.5,-0.011111111111111112,0.10357371183544124,0.08618027865041475,0.472397173493354
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.B.cells,610.5,0.00865079365079365,0.30317578992469024,0.5306830973412511,0.5891727302252228
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.CD8.T.cells,821.5,-0.06357142857142858,0.0025108468475330535,0.0020075976132389625,0.05523863064572718
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages,771.0,-0.03771825396825397,0.031058354046889995,0.026971020565377344,0.24714520028801826
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,646.0,-0.004523809523809522,0.6844627571086916,0.7303254297618875,1.0
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,646.0,-0.0051587301587301595,0.701031198571018,0.7303254297618875,1.0
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.Myeloid.DCs,647.5,-0.002777777777777778,0.3276682563819421,0.33814269473405,0.5891727302252228
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,698.5,-0.015039682539682535,0.20589946619135266,0.1540535810363241,0.5878351172180603
B cells_stromal_aggregatedNeighbors.Tumor.non.proliferating,630.0,0.0,1.0,1.0,1.0
B cells_stromal_aggregatedNeighbors.Vessel,557.0,0.037738095238095265,0.31458190758740195,0.30776609631885765,0.5891727302252228
B cells_stromal_aggregatedNeighbors.Fibroblasts,524.5,0.033948412698412714,0.2857047061690526,0.150595458824113,0.5891727302252228
B cells_stromal_aggregatedNeighbors.CD4.T.cells.naive,716.0,-0.027301587301587302,0.12507935009088048,0.11745727299460001,0.5376974360228655
B cells_stromal_aggregatedNeighbors.CD4.T.cells.memory,812.5,-0.05315476190476191,0.002324475402391682,0.004110884599125274,0.05433461253090557
B cells_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,594.0,0.014285714285714285,0.15831770122648992,0.1543247669616372,0.5418861177582686
B cells_stromal_aggregatedNeighbors.B.cells,693.5,-0.019722222222222224,0.5807761185954454,0.37428581731302757,0.9126481863642714
B cells_stromal_aggregatedNeighbors.CD8.T.cells,698.5,-0.0314351851851852,0.24843876097415016,0.35679003256902186,0.5891727302252228
B cells_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,648.0,-0.008095238095238098,0.47766558207522003,0.6498787161918129,0.7858721437269169
B cells_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,629.0,0.0002380952380952369,0.9785045880562973,0.9885174351975952,1.0
B cells_stromal_aggregatedNeighbors.Myeloid.Granulocytes,631.0,-0.007936507936507938,0.616699206902889,0.9904858616436186,0.9491584501303724
B cells_stromal_aggregatedNeighbors.Myeloid.DCs,647.5,-0.002777777777777778,0.3276682563819421,0.33814269473405,0.5891727302252228
B cells_stromal_aggregatedNeighbors.Myeloid.Monocytes,576.0,0.011428571428571429,0.09388903786543758,0.07749698359670744,0.46448765830993255
B cells_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,586.0,0.05279761904761905,0.10105731081480326,0.4832098170601622,0.472397173493354
